,shop_name,phone_number,address,email,category,website
7754,Giày thể thao Lawastore,0909681863,"206 Trần Quý, phường(xã) Phường 06, Quận 11, Hồ Chí Minh",,[],https://www.sendo.vn/shop/giay-the-thao-lawastore/
7755,son la,0982687025,"Thái Nguyên, phường(xã) Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",,[],https://www.sendo.vn/shop/son-la/
7756,Nhimtokyo,0826266336,"101g1 thái thịnh, phường(xã) Phường Thịnh Quang, Quận Đống Đa, Hà Nội",,[],https://www.sendo.vn/shop/nhimtokyo/
7757,family slime,0935387627,"điện nam trung , phường(xã) Xã Điện Nam Trung, Huyện Điện Bàn, Quảng Nam",,[],https://www.sendo.vn/shop/family-slime/
7758,Changchangdtm,0945640575,"68 bàu môn, phường(xã) Xã Thạnh Hưng, Thị xã Kiến Tường, Long An",,[],https://www.sendo.vn/shop/changchangdtm/
7759,bạc tuyết mai,0345610022,"hoà tô cẩm điền cẩm giàng hải dương, phường(xã) Xã Cẩm Điền, Huyện Cẩm Giàng, Hải Dương",,['Mẹ và bé'],https://www.sendo.vn/shop/bac-tuyet-mai/
7760,dogomynghegialai,0989007549,"118 Trần Phú, phường(xã) Phường Tây Sơn, Thị xã An Khê , Gia Lai",,[],https://www.sendo.vn/shop/dogomynghegialai/
7761,minminnnshop,0797410369,"97 nguyen tat thanh, phường(xã) Phường 13, Quận 4, Hồ Chí Minh",,['Giày dép'],https://www.sendo.vn/shop/minminnnshop/
7762,deocantien,0376898105,"số 71 tổ 4 Văn Nội, phường(xã) Phường Phú Lương, Quận Hà Đông, Hà Nội",,[],https://www.sendo.vn/shop/deocantien/
7763,,,,,,
7764,shop uy tin1,0964711031,"số 80 chính kinh thanh xuân hà nội, phường(xã) Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,[],https://www.sendo.vn/shop/shop-uy-tin1/
7765,Haonguyen88,0973963721,"số 02,đường quang trung, phường(xã) Phường Quang Trung, Thành phố Vinh, Nghệ An",,[],https://www.sendo.vn/shop/haonguyen88/
7766,Đồ dùng mầm non thảm lót sàn,0962689150,"285 quốc lộ 1A, phường(xã) Xã An Cư, Huyện Cái Bè, Tiền Giang",,[],https://www.sendo.vn/shop/do-dung-mam-non-tham-lot-san/
7767,,,,,,
7768,Lucia Thúy Anh,0886350621,"Khu vuc 2 khom 5 thi tran nam can, phường(xã) Thị trấn Năm Căn, Huyện Năm Căn, Cà Mau",,[],https://www.sendo.vn/shop/lucia-thuy-anh/
7769,beauty plus trắng da mờ nám,0919375046,"Cái Bè Tiền Giang, phường(xã) Xã An Cư, Huyện Cái Bè, Tiền Giang",,[],https://www.sendo.vn/shop/beauty-plus-trang-da-mo-nam/
7770,ku pin,0987991817,"cổng trâu, phường(xã) Xã Đồng Hưu, Huyện Yên Thế, Bắc Giang",,[],https://www.sendo.vn/shop/ku-pin/
7771,QMC,0936978181,"Hùng Vương, phường(xã) Phường Diên Hồng, Thành phố Pleiku, Gia Lai",,[],https://www.sendo.vn/shop/qmc/
7772,,,,,,
7773,py đông,0937555791,"22/8 đại nghĩa , phường(xã) Phường 06, Quận Tân Bình, Hồ Chí Minh",,[],https://www.sendo.vn/shop/py-dong/
7774,an khang fashion,0393058059,"166/19 Đặng Văn Bi , phường(xã) Phường Bình Thọ, Quận Thủ Đức, Hồ Chí Minh",,"['Thời trang nữ', 'Thời trang nam']",https://www.sendo.vn/shop/an-khang-fashion/
7775,gấu 1402,0865654773,"ấp an hòa, phường(xã) Xã Lộc An, Huyện Đất Đỏ , Bà Rịa–Vũng Tàu",,[],https://www.sendo.vn/shop/gau-1402/
7776,Mỹ Phẩm Ashi bình dương,0359496108,"24a/5 khu phố đông an 2, phường(xã) Phường Bình Hòa, Thị xã Thuận An, Bình Dương",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/my-pham-ashi-binh-duong/
7777,HoangSon,0938825853,"Số 78, phường(xã) Xã Định Hiệp, Huyện Dầu Tiếng, Bình Dương",,[],https://www.sendo.vn/shop/hoangson/
7778,Xà bông ăn được,0333537183,"Bưa Sào, phường(xã) Xã Đú Sáng, Huyện Kim Bôi, Hòa Bình",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/xa-bong-an-duoc/
7779,,,,,,
7780,truc,0972379123,"vsip, phường(xã) Xã Tịnh Phong, Huyện Sơn Tịnh, Quảng Ngãi",,[],https://www.sendo.vn/shop/truc/
7781,giày thể thao newty,0764775306,"Chung cư Lê thành tân tạo, phường(xã) Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",,[],https://www.sendo.vn/shop/giay-the-thao-newty/
7782,Gunshopuytin,0345457230,"Kí Túc Xá Cao Đẳng Xây Dựng Hồ Chí Minh, phường(xã) Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",,[],https://www.sendo.vn/shop/gunshopuytin/
7783,,,,,,
7784,Trồng Rau Sạch Thông Minh,0932087334,"353/11 Đinh Bộ Lĩnh, phường(xã) Phường 26, Quận Bình Thạnh, Hồ Chí Minh",,['Thực Phẩm Tươi Sống'],https://www.sendo.vn/shop/trong-rau-sach-thong-minh/
7785,heythatbeauty,0989983849,"56 Thích Quảng Đức, phường(xã) Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,[],https://www.sendo.vn/shop/heythatbeauty/
7786,2018 Shop,0928341018,"2/4 Nha Trang, phường(xã) Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa",,[],https://www.sendo.vn/shop/2018-shop/
7787,,,,,,
7788,shop son mỹ phẩm,0943354552,"ap hoi thanh, phường(xã) Xã Tân Hội, Huyện Tân Châu, Tây Ninh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/shop-son-my-pham/
7789,hongminh925,0838612362,"bái xuyên , phường(xã) Xã Minh Tân, Huyện Phú Xuyên, Hà Nội",,['Mẹ và bé'],https://www.sendo.vn/shop/hongminh925/
7790,WU BODY SHOP,0903683826,"27/8 Khu phố Chánh Lộc 2, phường(xã) Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,[],https://www.sendo.vn/shop/wu-body-shop/
7791,tamthai 92,0917416109,"số 1 trần duy hưng trung hoà cầu giấy hà nội, phường(xã) Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",,[],https://www.sendo.vn/shop/tamthai-92/
7792,,,,,,
7793,Sơn DK,0379116279,"156 Cổ Nhuế, Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội, phường(xã) Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/son-dk/
7794,NGUYET CAM SHOP,0888110606,"THÔN 7 , phường(xã) Xã Nhân Cơ, Huyện Đắk R'lấp, Đắk Nông",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/nguyet-cam-shop/
7795,hoàng ngọc anh,0333609306,"thôn đảng, phường(xã) Xã Xa Lý, Huyện Lục Ngạn, Bắc Giang",,[],https://www.sendo.vn/shop/hoang-ngoc-anh/
7796,,,,,,
7797,thuthu123,0905173378,"049, phường(xã) Thị trấn Ea Kar, Huyện Ea Kar, Đắk Lắk",,[],https://www.sendo.vn/shop/thuthu123/
7798,,,,,,
7799,Bongshophaiphong,0889479062,"30 Hai Bà Trưng, phường(xã) Phường Cát Dài, Quận Lê Chân, Hải Phòng",,[],https://www.sendo.vn/shop/bongshophaiphong/
7800,Vietnamobile Sim,0929559979,"35A Phan Dinh Phung, phường(xã) Phường Thành Nhất, Thành Phố Buôn Ma Thuột, Đắk Lắk",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/vietnamobile-sim/
7801,,,,,,
7802,minhnhat6617,0979267345,"đội 7, phường(xã) Xã Trực Thuận, Huyện Trực Ninh, Nam Định",,[],https://www.sendo.vn/shop/minhnhat6617/
7803,famaly shop,0904856827,"khu công nghiệp Thụy Vân, phường(xã) Xã Thụy Vân, Thành phố Việt Trì, Phú Thọ",,[],https://www.sendo.vn/shop/famaly-shop/
7804,TinyBeauty,0825775899,"776 Trần Hưng Đạo, phường(xã) Xã Điện Ngọc, Huyện Điện Bàn, Quảng Nam",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/tinybeauty/
7805,,,,,,
7806,MỹPhương1130,0942177444,"44 phu xuong, phường(xã) Thị trấn Chợ Vàm, Huyện Phú Tân, An Giang",,[],https://www.sendo.vn/shop/myphuong1130/
7807,Thuy88,0968219388,"31 Nguyễn Đăng Đạo, phường(xã) Phường Suối Hoa, Thành phố Bắc Ninh, Bắc Ninh",,[],https://www.sendo.vn/shop/thuy88/
7808,shop vinex,0522546914,"quang hưng Xã hòa quang nam, phường(xã) Xã Hoà Quang Nam, Huyện Phú Hòa, Phú Yên",,[],https://www.sendo.vn/shop/shop-vinex/
7809,Cừu con Shop,0936331785,"Tầng 4, chợ Hà Đông, phường(xã) Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",,[],https://www.sendo.vn/shop/cuu-con-shop/
7810,bảo phúc,0767795925,"154/127/25 âu dương lân, phường(xã) Phường 03, Quận 8, Hồ Chí Minh",,[],https://www.sendo.vn/shop/bao-phuc/
7811,Huyentaishop,0357585887,"Cơ khí Thanh Tài, tổ dân phố 1, Tt Nguyên Bình, Nguyên Bình, Cao Bằng, phường(xã) Thị trấn Nguyên Bình, Huyện Nguyên Bình, Cao Bằng",,[],https://www.sendo.vn/shop/huyentaishop/
7812,Shop Cherry,0985274612,"554 Nguyễn Văn Công, phường(xã) Phường 03, Quận Gò Vấp, Hồ Chí Minh",,"['Mẹ và bé', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/shop-cherry/
7813,NGỌC LÝ,0932556003,"K77/68, phường(xã) Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",,[],https://www.sendo.vn/shop/sao-khue/
7814,,,,,,
7815,Bách Hoá Chất Lượng HCM,0909666938,"111/5 Đường Liên Khu 5-11-12 Phường Bình Trị Đông, phường(xã) Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",,"['Túi xách', 'Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Ô tô - Xe máy', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/bach-hoa-chat-luong-hcm/
7816,Hạnh kiều,0342885876,"Số nhà 8A7B, khu tập thể thanh xuân bắc, thanh xuân, hà nội, phường(xã) Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé', 'Nhà cửa', 'Sách & Văn phòng phẩm', 'Đồ chơi', 'Đời sống']",https://www.sendo.vn/shop/hanh-kieu/
7817,Cấp Cứu Điện tử,0869299903,"E5/97 đường thế lữ ấp 6 xã tân nhựt, phường(xã) Xã Tân Nhựt, Huyện Bình Chánh, Hồ Chí Minh",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Thiết bị âm thanh']",https://www.sendo.vn/shop/cap-cuu-dien-tu/
7818,ẮC QUY NHỚT Camtang,0916291785,"13/5 phó cơ điều, phường(xã) Phường 12, Quận 5, Hồ Chí Minh",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/ac-quy-nhot-camtang/
7819,Wang Shoes,0394651234,"số 6, ngách 94, Ngõ Tự Do, phường(xã) Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",,[],https://www.sendo.vn/shop/wang-shoes/
7820,THỜI TRANG TOPEE,0903474135,"Số 9 ngõ 91 Cầu Diễn, phường(xã) Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/thoi-trang-topee/
7821,Qua tang Joli,0347889141,"27/6 điện biên phủ , phường(xã) Phường 15, Quận Bình Thạnh, Hồ Chí Minh",,"['Sách & Văn phòng phẩm', 'Đồ chơi', 'Trang sức']",https://www.sendo.vn/shop/qua-tang-joli-533a60e3/
7822,,,,,,
7823,Siêu Thị Nguyên Liệu,0964509142,"44 Tân Lập 1, phường(xã) Phường Hiệp Phú, Quận 9, Hồ Chí Minh",,[],https://www.sendo.vn/shop/sieu-thi-nguyen-lieu/
7824,Yes Man,0943685522,"2 ngách 201/8 Đê Tô Hoàng, phường(xã) Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",,"['Nhà cửa', 'Ô tô - Xe máy']",https://www.sendo.vn/shop/yes-man/
7825,Avenus Shop,0373514605,"84/09 Nguyên Hồng, phường(xã) Phường 01, Quận Gò Vấp, Hồ Chí Minh",,"['Sức khỏe & Làm đẹp', 'Đời sống']",https://www.sendo.vn/shop/avenus-shop/
7826,Máy công cụ HD,0917555342,"25 Hàng Giầy, phường(xã) Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/may-cong-cu-hd/
7827,Khò Khò,0792130791,"Cao Ốc An Lộc 2, Vũ Công Phan, phường(xã) Phường An Phú, Quận 2, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/khokho/
7828,Shop Phi Khoi,0935367414,"58/36 Duong 16A, P.Binh Hung Hoa A, Q. Binh Tan, phường(xã) Phường Binh Hưng Hoà A, Quận Bình Tân, Hồ Chí Minh",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/shop-phi-khoi/
7829,STARHUNGYEN1,0936594222,"Số 25 Nguyễn Thiện Thuật, phường(xã) Phường Lê Lợi, Thành phố Hưng Yên, Hưng Yên",,"['Sách & Văn phòng phẩm', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/starhungyen1/
7830,Bumbojean,0939571345,"30 đường số 17, phường(xã) Phường 11, Quận Gò Vấp, Hồ Chí Minh",,[],https://www.sendo.vn/shop/bumbojean/
7831,hoahoa vũ,0396057431,"số 42 phố Trường Lâm , phường(xã) Phường Đức Giang, Quận Long Biên, Hà Nội",,"['Nhà cửa', 'Đời sống']",https://www.sendo.vn/shop/hoahoa-vu/
7832,đậu_đỏ_shop,0975050188,"tầng 2, 312 kim ngưu, hai bà trưng, hà nội, phường(xã) Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,['Mẹ và bé'],https://www.sendo.vn/shop/dau_do_shop/
7833,,,,,,
7834,YAME VN,0584188755,"234 Bùi Thị Xuân, phường(xã) Phường 2, Thành phố Đà Lạt, Lâm Đồng",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/yame-vn/
7835,shop ngọc thịnh,0937139147,"Shop Ngọc Thịnh (ngay cho Di An 2), phường(xã) Phường An Bình, Thị xã Dĩ An, Bình Dương",,[],https://www.sendo.vn/shop/shop-ngoc-thinh/
7836,Sport Online,0379896936,"103B nhà D khu Vinaconex2 - Ngõ 67 - Phùng Khoang - Hà Nội, phường(xã) Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/sport-online/
7837,kệ tao,0799698012,"bla bla, phường(xã) Thị trấn Cầu Kè, Huyện Cầu Kè, Trà Vinh",,[],https://www.sendo.vn/shop/ke-tao/
7838,giadinhvn,0984288668,"C15 lô 18 khu đtm Định Công, phường(xã) Phường Định Công, Quận Hoàng Mai, Hà Nội",,[],https://www.sendo.vn/shop/giadinhvn/
7839,Hanashop275,0349662772,"52/54 Lữ Gia, Thôn Tân Lập, phường(xã) Xã Lộc Châu, Thành phố Bảo Lộc, Lâm Đồng",,[],https://www.sendo.vn/shop/hanashop275/
7840,Moonlac Fashion,0917712583,"Sơn Kỳ, phường(xã) Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/moonlac-fashion/
7841,Cậu Bé Bán Ốp,0981343413,"325 ngõ quỳnh - quỳnh lôi - hai bà trưng - hà nội, phường(xã) Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",,"['Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Thiết bị âm thanh']",https://www.sendo.vn/shop/cau-be-ban-op/
7842,VTshop The best Sneakes,0961321203,"số 79, ngõ 136 triều khúc - tân triều - thanh trì - hà nội, phường(xã) Xã Tân Triều, Huyện Thanh Trì, Hà Nội",,['Giày dép'],https://www.sendo.vn/shop/vtshop-the-best-sneakes/
7843,,,,,,
7844,khanhcuong7579,0364556080,"q12, phường(xã) Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",,[],https://www.sendo.vn/shop/khanhcuong7579/
7845,,,,,,
7846,Meo Mun Shop,0335986111,"250 Kim Giang, phường(xã) Phường Đại Kim, Quận Hoàng Mai, Hà Nội",,['Đồ điện gia dụng'],https://www.sendo.vn/shop/hoang-binh-shop/
7847,,,,,,
7848,Meomeo sexy,0373342096,"ngõ 118 đường trung tựu, phường(xã) Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/meomeo-sexy/
7849,Dầu gội thảo dược HƯƠNG QUÊ,0949763891,"399 Lý Thường Kiệt, F. 8, Tân Bình, Tp. HCM, phường(xã) Phường 08, Quận Tân Bình, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/dau-goi-thao-duoc-huong-que/
7850,sang thai,0942834318,"phu tay an my ke sach soc trang, phường(xã) Xã An Mỹ, Huyện Kế Sách, Sóc Trăng",,[],https://www.sendo.vn/shop/sang-thai/
7851,TaHi Shop,0939335403,"số 12 Hòa Bình, phường(xã) Phường An Cư, Quận Ninh Kiều, Cần Thơ",,['Thời trang nữ'],https://www.sendo.vn/shop/tahishop/
7852,Shop đồ da sỉ và lẻ,0934150666,"Chung cư Bình Khánh, đường H, phường(xã) Phường An Phú, Quận 2, Hồ Chí Minh",,[],https://www.sendo.vn/shop/shop-do-da-si-va-le/
7853,thu thảo 1992,0969276589,"km14, phường(xã) Xã Đội Cấn, Thành phố Tuyên Quang, Tuyên Quang",,['Thời trang nữ'],https://www.sendo.vn/shop/thu-thao-1992/
7854,Tiện Lợi Mart,0913368280,"Block F Chung cư Sơn Kỳ 1, phường(xã) Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/tien-loi-mart/
7855,tongkhohanggiadung,0964340289,"48 đường trường học, phường(xã) Xã Tân Thanh, Huyện Văn Lãng, Lạng Sơn",,['Sách & Văn phòng phẩm'],https://www.sendo.vn/shop/tongkhohanggiadung/
7856,Hướng Dương,0939539062,"42, khu tái định cư ĐH Y Dược, phường(xã) Phường An Khánh, Quận Ninh Kiều, Cần Thơ",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/huong-duong-can-tho/
7857,Myly276,0989802267,"17/6 Đường 236 , phường(xã) Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/myly276/
7858,Bảng Dongbu,0942426661,"Số nhà 27 Ngõ 274 Phố Nam Dư , phường(xã) Phường Trần Phú, Quận Hoàng Mai, Hà Nội",,[],https://www.sendo.vn/shop/bangdongbu/
7859,Nệm Hạnh Phúc,0932171163,"164A Thoại Ngọc Hầu, phường(xã) Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/nem-hanh-phuc-1894f770/
7860,,,,,,
7861,Trung Đức Store,0902181302,"Số 16 (đối diện hồ công viên Thạch Bàn) Tổ 1, phường(xã) Phường Thạch Bàn, Quận Long Biên, Hà Nội",,"['Nhà cửa', 'Ô tô - Xe máy']",https://www.sendo.vn/shop/trungducstore/
7862,,,,,,
7863,Minzy Beauty Shop,0327980809,"HB Tower 406 Ung Văn Khiêm, phường(xã) Phường 25, Quận Bình Thạnh, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/minzybeautyshop/
7864,Liên Hương Store,0919179172,"25A Xô Viết Nghệ Tĩnh , phường(xã) Phường 8, Thành phố Đà Lạt, Lâm Đồng",,[],https://www.sendo.vn/shop/lien-huong-store/
7865,khanhla 2014,0969383619,"85 đường bình than, phường(xã) Thị trấn Gia Bình, Huyện Gia Bình, Bắc Ninh",,['Đời sống'],https://www.sendo.vn/shop/khanhla-2014/
7866,Tâm Yến Shop hàng xách tay Úc,0931810774,"c3/21/f2 duong Pham Hung, phường(xã) Phường 05, Quận 8, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/tam-yen-shop-hang-xach-tay-uc/
7867,ADAM NEW,0961894442,"LÊ ĐỨC THỌ -NAM TỪ LIÊM -HÀ NỘI, phường(xã) Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,['Giày dép'],https://www.sendo.vn/shop/adam-new/
7868,Huyền Hiền Đăng,0969326961,"HID, phường(xã) Phường Giảng Võ, Quận Ba Đình, Hà Nội",,"['Thiết bị y tế', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/huyen-hien-dang/
7869,An May Shop,0845919146,"208/26/14/6 đường sô 5, phường(xã) Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/an-may-shop/
7870,kmbaongoc,0933050248,"245 phú định, phường(xã) Phường 16, Quận 8, Hồ Chí Minh",,[],https://www.sendo.vn/shop/kmbaongoc/
7871,Trần Ánh Sao,0962246665,"307/10/2 Thạch Lam, phường(xã) Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/tran-anh-sao/
7872,CINDY CINDY SHOP,0908587028,"314 Trần Phú, Khu 3, phường(xã) Thị trấn Gia Ray, Huyện Xuân Lộc, Đồng Nai",,[],https://www.sendo.vn/shop/cindy-cindy-shop/
7873,mỹ phẩm linh quân,0388953728,"quáng trong đông phong cao phong hòa bình, phường(xã) Xã Đông Phong, Huyện Cao Phong, Hòa Bình",,[],https://www.sendo.vn/shop/my-pham-linh-quan/
7874,Khánh Hiền 2002,0379691517,"Bắc Thượng, phường(xã) Xã Quang Tiến, Huyện Sóc Sơn, Hà Nội",,[],https://www.sendo.vn/shop/khanh-hien-2002/
7875,,,,,,
7876,,,,,,
7877,gacmaishop,0989718501,"xóm độc lập xã la phù, phường(xã) Xã La Phù, Huyện Hoài Đức, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé', 'Đồ điện gia dụng', 'Nhà cửa']",https://www.sendo.vn/shop/gacmaishop/
7878,Shop Gia Dụng Gia Đình,0339283314,"ĐƯỜNG Quang Lai, phường(xã) Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",,[],https://www.sendo.vn/shop/shop-gia-dung-gia-dinh/
7879,Tổng Kho Tiến Lan,0376698210,"Đường Quang Lai, phường(xã) Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",,[],https://www.sendo.vn/shop/tong-kho-tien-lan/
7880,khavhieshop,0978618058,"23/10/15 đường số 21 phường 8 gò vấp, phường(xã) Phường 08, Quận Gò Vấp, Hồ Chí Minh",,[],https://www.sendo.vn/shop/khavhieshop/
7881,Vải Nhà Bee,0901252184,"Nhà E Lô J Chung cư Bình Khánh , phường(xã) Phường An Phú, Quận 2, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/vai-nha-bee/
7882,Kho Buôn Linh Lan,0356089451,"Đường Quang Lai, phường(xã) Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",,[],https://www.sendo.vn/shop/kho-buon-linh-lan/
7883,,,,,,
7884,Đức dược liệu,0865498222,"Khe Mo, phường(xã) Xã Khe Mo, Huyện Đồng Hỷ, Thái Nguyên",,[],https://www.sendo.vn/shop/duc-duoc-lieu/
7885,,,,,,
7886,chuyên kem face le ngoc,0859659114,"hem dinh than long kien, phường(xã) Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/chuyen-kem-face-le-ngoc/
7887,ChippiHouze,0901718234,"Tòa C xuân phương, phường(xã) Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,"['Sách & Văn phòng phẩm', 'Đồ chơi']",https://www.sendo.vn/shop/chippihouze/
7888,The Q Shop,0989234869,"A8 An Bình City 232 Phạm Văn Đồng, phường(xã) Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/the-q-shop/
7889,Lacongaiphaixinh,0931261002,"32/6 lê ngã - phú trung - tân phú - tphcm, phường(xã) Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/lacongaiphaixinh/
7890,phương duyên,0339125955,"30/7/29 lâm văn bền, phường tân kiểng, quận 7, tphcm, phường(xã) Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/phuong-duyen/
7891,Shopmesoc99,0972083748,"Thôn Hạc bổng, phường(xã) Xã Yên Trị, Huyện Ý Yên, Nam Định",,[],https://www.sendo.vn/shop/shopmesoc99/
7892,Tranh thêu tranh đính đá Linh Nga,0982171194,"Quyết Tiến, phường(xã) Xã Hòa Sơn, Huyện Hiệp Hòa, Bắc Giang",,[],https://www.sendo.vn/shop/tranh-theu-tranh-dinh-da-linh-nga/
7893,củi bửa,0389763284,"thôn 6, phường(xã) Xã Tường Sơn, Huyện Anh Sơn, Nghệ An",,[],https://www.sendo.vn/shop/cui-bua/
7894,ThanhLiêm,0326772883,"11/Nguyễn Văn Cừ/Long Thạnh A, phường(xã) Phường Long Thạnh, Thị xã Tân Châu, An Giang",,['Thời trang nam'],https://www.sendo.vn/shop/thanhliem/
7895,Shop bán đồ dạo,0974560768,"Khu tập thể thuỷ lợi 4, phường(xã) Xã Duyên Thái, Huyện Thường Tín, Hà Nội",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/shop-ban-do-dao/
7896,Bếp của bill,0969153933,"209/26 lê văn sỹ, phường(xã) Phường 13, Quận 3, Hồ Chí Minh",,[],https://www.sendo.vn/shop/bep-cua-bill/
7897,HM18 ONLINE,0832625666,"Quầy A36 TTTM Tuấn Dung, phường(xã) Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",,"['Thời trang nữ', 'Phụ kiện thời trang']",https://www.sendo.vn/shop/hm18-online/
7898,Dressup,0978777865,"302/15/15 phan huy ich, f12, phường(xã) Phường 12, Quận Gò Vấp, Hồ Chí Minh",,[],https://www.sendo.vn/shop/dressup/
7899,yeuhangngoai,0905523331,"113/8 Tây Sơn, Tân Quý, Tân Phú, HCM  , phường(xã) Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/yeuhangngoai/
7900,Shop cao hoàng dung,0389407470,"623 ql1a linh xuân thũ đức tp hcm, phường(xã) Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",,[],https://www.sendo.vn/shop/shop-cao-hoang-dung/
7901,Lưu Hồng Thu 1983,0967969229,"Trường mầm non Dương Xá-Thôn Dương Đá, phường(xã) Xã Dương Xá, Huyện Gia Lâm, Hà Nội",,['Thiết bị y tế'],https://www.sendo.vn/shop/luu-hong-thu-1983/
7902,Nghia Beauty,0909250844,"541 Lạc Long Quân, phường(xã) Phường 10, Quận Tân Bình, Hồ Chí Minh",,[],https://www.sendo.vn/shop/nghia-beauty/
7903,SOJI ASIA,0902958884,"SOJI ASIA, phường(xã) Phường 15, Quận Bình Thạnh, Hồ Chí Minh",,[],https://www.sendo.vn/shop/soji-asia/
7904,Bếp từ Hagen,0978187154,"39/24 Ngọc lâm - Long Biên - Hà Nội, phường(xã) Phường Ngọc Lâm, Quận Long Biên, Hà Nội",,['Đồ điện gia dụng'],https://www.sendo.vn/shop/bep-tu-hagen/
